index,id,beer-name,style,ounces,abv,ibu,brewery_id,brewery-name,city,state,isDirty,errRule,errCol,pk
858,179,Kilt Lifter Scottish-Style Ale (2009),Scottish Ale,12.0 oz.,0.06,21.0,160,Four Peaks Brewing Company,Tempe,AZ,True,;Incorrect_Format,;ounces,857
859,178,Sunbru Kölsch,Kölsch,12.0 oz,0.052,,160,Four Peaks Brewing Company,Tempe,AZ,True,;Incorrect_Format,;ounces,858
860,2428,Four String Vanilla Porter,American Porter,12.0 ounce,0.06,,105,Four String Brewing Company,Columbus,OH,True,;Incorrect_Format,;ounces,859
861,2427,Suncaster Summer Wheat,American Pale Wheat Ale,12.0 oz.,0.05%,28.0,105,Four String Brewing Company,Columbus,OH,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,860
862,2425,Brass Knuckle Pale Ale,American Pale Ale (APA),12.0 oz. Alumi-Tek,0.057,36.0,105,Four String Brewing Company,Columbus,OH,True,;Incorrect_Format,;ounces,861
863,2424,Big Star White IPA,American White IPA,12.0 ounce,0.07,70.0,105,Four String Brewing Company,Columbus,OH,True,;Incorrect_Format,;ounces,862
864,1998,Old Detroit,American Amber / Red Ale,12.0 oz.,0.055999999999999994%,,253,Frankenmuth Brewery,Frankenmuth,MI,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,863
865,1556,Batch 69 IPA,American IPA,12.0 oz. Alumi-Tek,0.069,69.0,253,Frankenmuth Brewery,Frankenmuth MI,,True,;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;city;state,864
866,1208,Twisted Helles Summer Lager,Munich Helles Lager,12.0 ounce,0.055,18.0,253,Frankenmuth Brewery,Frankenmuth,MI,True,;Incorrect_Format,;ounces,865
867,2527,OktoberFiesta,,12.0 oz. Alumi-Tek,0.053,27.0,66,Freetail Brewing Company,San Antonio,TX,True,;Incorrect_Format,;ounces,866
868,2526,Texicali,American Brown Ale,12.0 oz.,0.065%,33.0,66,Freetail Brewing Company,San Antonio,TX,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,867
869,2525,Pinata Protest,Witbier,12.0 oz.,0.06,,66,Freetail Brewing Company,San Antonio,TX,True,;Incorrect_Format,;ounces,868
870,2524,Bat Outta Helles,Munich Helles Lager,12.0 oz.,0.042,20.0,66,Freetail Brewing Company,San Antonio,TX,True,;Incorrect_Format,;ounces,869
871,2523,Original,American Amber / Red Ale,12.0 oz.,0.068,,66,Freetail Brewing Company,San Antonio,TX,True,;Incorrect_Format,;ounces,870
872,2522,Rye Wit,Witbier,12.0 ounce,0.042,10.0,66,Freetail Brewing Company,San Antonio,TX,True,;Incorrect_Format,;ounces,871
873,2521,Soul Doubt,American IPA,12.0 oz,0.059,70.0,66,Freetail Brewing Company,San Antonio,TX,True,;Incorrect_Format,;ounces,872
874,2520,Yo Soy Un Berliner,Berliner Weissbier,12.0 ounce,0.044,5.0,66,Freetail Brewing Company,San Antonio,TX,True,;Incorrect_Format,;ounces,873
875,1174,77 Fremont Select Spring Session IPA,American IPA,12.0 ounce,0.04,,460,Fremont Brewing Company,Seattle,WA,True,;Incorrect_Format,;ounces,874
876,1116,Fremont Organic Pale Ale,American Pale Ale (APA),12.0 oz,0.045,,460,Fremont Brewing Company,Seattle,WA,True,;Incorrect_Format,;ounces,875
877,994,Abominable Ale,English Strong Ale,12.0 ounce,0.08,,460,Fremont Brewing Company,Seattle,WA,True,;Incorrect_Format,;ounces,876
878,901,Harvest Ale,Saison / Farmhouse Ale,12.0 oz,0.065%,35.0,460,Fremont Brewing Company,Seattle,WA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,877
879,875,Fremont Summer Ale,American Pale Ale (APA),12.0 oz,0.065,45.0,460,Fremont Brewing Company,Seattle,WA,True,;Incorrect_Format,;ounces,878
880,858,Universale Pale Ale,American Pale Ale (APA),12.0 oz.,0.055999999999999994%,30.0,460,Fremont Brewing Company,Seattle,WA,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,879
881,857,Interurban IPA,American IPA,12.0 oz,0.065%,80.0,460,Fremont Brewing Company,Seattle,WA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,880
882,1300,Gateway Kolsch Style Ale,Kölsch,12.0 oz.,0.053%,32.0,433,French Broad Brewery,Asheville,NC,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,881
883,1260,Wee-Heavy-Er Scotch Ale,Scotch Ale / Wee Heavy,12.0 oz,0.07%,24.0,433,French Broad Brewery,Asheville,NC,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,882
884,1259,13 Rebels ESB,Extra Special / Strong Bitter (ESB),12.0 oz.,0.052000000000000005%,42.0,433,French Broad Brewery,Asheville,NC,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,883
885,2254,Salamander Slam,American IPA,16.0 oz. Alumi-Tek,0.07%,73.0,180,Frog Level Brewing Company,Waynesville,NC,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,884
886,1658,Cack-A-Lacky,American Pale Ale (APA),12.0 OZ.,0.05%,,347,Fullsteam Brewery,Durham,NC,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,885
887,2077,No Wake IPA,American IPA,12.0 oz.,0.072,50.0,228,Geneva Lake Brewing Company,Lake Geneva WI,,True,;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;city;state,886
888,2076,Boathouse Blonde,American Blonde Ale,12.0 ounce,0.049,15.0,228,Geneva Lake Brewing Company,Lake Geneva,WI,True,;Incorrect_Format,;ounces,887
889,2075,Cedar Point,American Amber / Red Ale,12.0 ounce,0.05,26.0,228,Geneva Lake Brewing Company,Lake Geneva,WI,True,;Incorrect_Format,;ounces,888
890,2426,Clean Shave IPA,American IPA,12.0 oz,0.067,70.0,106,Glabrous Brewing Company,Pineland ME,,True,;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;city;state,889
891,2045,Might As Well IPL,American Pale Lager,16.0 oz,0.072,75.0,240,Golden Road Brewing,Los Angeles CA,,True,;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;city;state,890
892,1960,Saison Pamplemousse,Saison / Farmhouse Ale,12.0 OZ.,0.057999999999999996%,35.0,240,Golden Road Brewing,Los Angeles,CA,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,891
893,1777,2020 IPA,American IPA,16.0 oz.,0.074,74.0,240,Golden Road Brewing,Los Angeles,CA,True,;Incorrect_Format,;ounces,892
894,1698,Wolf Among Weeds IPA,American IPA,16.0 oz.,0.08,70.0,240,Golden Road Brewing,Los Angeles,CA,True,;Incorrect_Format,;ounces,893
895,1641,Better Weather IPA,American IPA,16.0 oz,0.094,92.0,240,Golden Road Brewing,Los Angeles,CA,True,;Incorrect_Format,;ounces,894
896,1490,Point the Way IPA,American IPA,16.0 oz.,0.059000000000000004%,60.0,240,Golden Road Brewing,Los Angeles,CA,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,895
897,1489,Golden Road Hefeweizen,Hefeweizen,16.0 ounce,0.046,15.0,240,Golden Road Brewing,Los Angeles,CA,True,;Incorrect_Format,;ounces,896
898,1399,Heal the Bay IPA,American IPA,16.0 oz,0.068,65.0,240,Golden Road Brewing,Los Angeles CA,,True,;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;city;state,897
899,1296,Point the Way IPA,American IPA,12.0 oz,0.059000000000000004%,60.0,240,Golden Road Brewing,Los Angeles,CA,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,898
900,1034,Cabrillo Kölsch,Kölsch,16.0 oz,0.05,,240,Golden Road Brewing,Los Angeles,CA,True,;Incorrect_Format,;ounces,899
901,991,Get Up Offa That Brown,American Brown Ale,16.0 oz.,0.055,20.0,240,Golden Road Brewing,Los Angeles,CA,True,;Incorrect_Format,;ounces,900
902,750,Burning Bush Smoked IPA,American IPA,16.0 oz.,0.08,70.0,240,Golden Road Brewing,Los Angeles,CA,True,;Incorrect_Format,;ounces,901
903,749,Wolf Among Weeds IPA (2012),American IPA,16.0 oz.,0.08,70.0,240,Golden Road Brewing,Los Angeles,CA,True,;Incorrect_Format,;ounces,902
904,549,Point the Way IPA (2012),American IPA,16.0 oz.,0.059,60.0,240,Golden Road Brewing,Los Angeles,CA,True,;Incorrect_Format,;ounces,903
905,548,Golden Road Hefeweizen (2012),Hefeweizen,16.0 ounce,0.046%,15.0,240,Golden Road Brewing,Los Angeles,CA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,904
906,2587,Vanilla Porter,American Porter,16.0 ounce,0.07,11.0,39,Gonzo's BiggDogg Brewing,Kalamazoo,MI,True,;Incorrect_Format,;ounces,905
907,1109,Descender IPA,American IPA,12.0 ounce,0.07,70.0,464,Good Life Brewing Company,Bend,OR,True,;Incorrect_Format,;ounces,906
908,1108,Sweet As Pacific Ale,American Pale Wheat Ale,12.0 oz.,0.06,18.0,464,Good Life Brewing Company,Bend,OR,True,;Incorrect_Format,;ounces,907
909,1000,Good People Pale Ale,American Pale Ale (APA),12.0 oz.,0.055999999999999994%,36.0,478,Good People Brewing Company,Birmingham,AL,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,908
910,312,Snake Handler Double IPA,American Double / Imperial IPA,12.0 oz,0.093,103.0,478,Good People Brewing Company,Birmingham,AL,True,;Incorrect_Format,;ounces,909
911,311,Coffee Oatmeal Stout,Oatmeal Stout,12.0 oz.,0.06,54.0,478,Good People Brewing Company,Birmingham,AL,True,;Incorrect_Format,;ounces,910
912,309,Good People IPA,American IPA,12.0 ounce,0.06,64.0,478,Good People Brewing Company,Birmingham,AL,True,;Incorrect_Format,;ounces,911
913,308,Good People American Brown Ale,American Brown Ale,12.0 ounce,0.057999999999999996%,36.0,478,Good People Brewing Company,Birmingham,AL,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,912
914,2205,Mountain Rescue Pale Ale,American Pale Ale (APA),12.0 OZ.,0.055,40.0,194,Goodlife Brewing Co.,Bend,OR,True,;Incorrect_Format,;ounces,913
915,2198,Goose Island India Pale Ale,American IPA,12.0 oz.,0.059,55.0,196,Goose Island Brewery Company,Chicago,IL,True,;Incorrect_Format,;ounces,914
916,2457,312 Urban Pale Ale,American Pale Ale (APA),16.0 oz.,0.054,30.0,88,Goose Island Brewing Company,Chicago,IL,True,;Incorrect_Format,;ounces,915
917,2202,312 Urban Pale Ale,American Pale Ale (APA),12.0 oz.,0.054000000000000006%,30.0,88,Goose Island Brewing Company,Chicago,IL,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,916
918,2201,312 Urban Wheat Ale,American Pale Wheat Ale,16.0 oz,0.042%,18.0,88,Goose Island Brewing Company,Chicago,IL,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,917
919,1829,312 Urban Wheat Ale,American Pale Wheat Ale,12.0 ounce,0.042%,18.0,88,Goose Island Brewing Company,Chicago IL,,True,;Incorrect_Format;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;abv;city;state,918
920,581,312 Urban Wheat Ale (2012),American Pale Wheat Ale,12.0 oz.,0.042%,20.0,88,Goose Island Brewing Company,Chicago,IL,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,919
921,1383,Beaver Logger,American Pale Lager,12.0 ounce,0.052000000000000005%,19.0,420,Gore Range Brewery,Edwards,CO,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,920
922,477,White Water Wheat,American Pale Wheat Ale,12.0 oz.,0.05,,536,Grand Canyon Brewing Company,Williams,AZ,True,;Incorrect_Format,;ounces,921
923,476,Grand Canyon American Pilsner,American Pilsner,12.0 oz.,0.052000000000000005%,,536,Grand Canyon Brewing Company,Williams,AZ,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,922
924,143,Grand Canyon Sunset Amber Ale,American Amber / Red Ale,12.0 oz. Silo Can,0.054,,536,Grand Canyon Brewing Company,Williams,AZ,True,;Incorrect_Format,;ounces,923
925,142,Black Iron India Pale Ale,American IPA,12.0 oz.,,,536,Grand Canyon Brewing Company,Williams,AZ,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,924
926,2129,Monarch Classic American Wheat,American Pale Wheat Ale,12.0 oz.,0.043,21.0,213,Grapevine Craft Brewery,Farmers Branch,TX,True,;Incorrect_Format,;ounces,925
927,2127,Sir William's English Brown Ale,English Brown Ale,12.0 oz.,0.049,21.0,213,Grapevine Craft Brewery,Farmers Branch,TX,True,;Incorrect_Format,;ounces,926
928,2126,Lakefire Rye Pale Ale,American Pale Ale (APA),12.0 oz.,0.055,35.0,213,Grapevine Craft Brewery,Farmers Branch,TX,True,;Incorrect_Format,;ounces,927
929,2303,Beer Agent Re-Ignition,American Blonde Ale,16.0 oz.,0.053,22.0,165,Great Crescent Brewery,Aurora,IN,True,;Incorrect_Format,;ounces,928
930,1990,Cherry Ale,Fruit / Vegetable Beer,16.0 OZ.,0.057,18.0,165,Great Crescent Brewery,Aurora,IN,True,;Incorrect_Format,;ounces,929
931,1702,Bourbon Barrel Aged Coconut Porter,American Porter,16.0 oz,0.056,33.0,165,Great Crescent Brewery,Aurora,IN,True,;Incorrect_Format,;ounces,930
932,1701,Great Crescent IPA,American IPA,16.0 oz.,0.062,60.0,165,Great Crescent Brewery,Aurora,IN,True,;Incorrect_Format,;ounces,931
933,1700,Aurora Lager,Dortmunder / Export Lager,16.0 oz,0.057,27.0,165,Great Crescent Brewery,Aurora,IN,True,;Incorrect_Format,;ounces,932
934,1699,Great Crescent Blonde Ale,American Blonde Ale,16.0 oz.,0.053,22.0,165,Great Crescent Brewery,Aurora,IN,True,;Incorrect_Format,;ounces,933
935,1269,Great Crescent Coconut Porter,American Porter,16.0 oz.,0.056,33.0,165,Great Crescent Brewery,Aurora,IN,True,;Incorrect_Format,;ounces,934
936,930,Great Crescent Oktoberfest Lager,Märzen / Oktoberfest,16.0 oz.,0.057%,25.0,165,Great Crescent Brewery,Aurora,IN,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,935
937,649,Great Crescent Brown Ale,American Brown Ale,16.0 OZ.,0.045,36.0,165,Great Crescent Brewery,Aurora,IN,True,;Incorrect_Format,;ounces,936
938,639,Cherry Ale (1),Fruit / Vegetable Beer,16.0 oz.,0.057,18.0,165,Great Crescent Brewery,Aurora,IN,True,;Incorrect_Format,;ounces,937
939,626,Aurora Lager (2011),Dortmunder / Export Lager,16.0 oz.,0.057%,27.0,165,Great Crescent Brewery,Aurora,IN,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,938
940,615,Frosted Fields Winter Wheat,American Dark Wheat Ale,16.0 oz.,0.06%,25.0,165,Great Crescent Brewery,Aurora,IN,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,939
941,478,Great Crescent Belgian Style Wit,Witbier,16.0 oz,0.051,13.0,165,Great Crescent Brewery,Aurora IN,,True,;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;city;state,940
942,455,Bourbon's Barrel Stout,American Stout,16.0 oz,0.075,65.0,165,Great Crescent Brewery,Aurora,IN,True,;Incorrect_Format,;ounces,941
943,442,Great Crescent Stout,English Stout,16.0 oz,0.08,66.0,165,Great Crescent Brewery,Aurora,IN,True,;Incorrect_Format,;ounces,942
944,441,Great Crescent Coconut Porter (2012),American Porter,16.0 oz.,0.055999999999999994%,33.0,165,Great Crescent Brewery,Aurora,IN,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,943
945,440,Great Crescent Dark Lager,Euro Dark Lager,16.0 oz,0.057,23.0,165,Great Crescent Brewery,Aurora,IN,True,;Incorrect_Format,;ounces,944
946,439,Great Crescent Mild Ale,English Dark Mild Ale,16.0 oz.,0.042,26.0,165,Great Crescent Brewery,Aurora,IN,True,;Incorrect_Format,;ounces,945
947,436,Great Crescent IPA (2011),American IPA,16.0 oz.,0.062%,60.0,165,Great Crescent Brewery,Aurora,IN,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,946
948,389,Great Crescent Blonde Ale (2011),American Blonde Ale,16.0 oz,0.053%,22.0,165,Great Crescent Brewery,Aurora,IN,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,947
949,2650,Denver Pale Ale (Artist Series No. 1),American Pale Ale (APA),12.0 oz,0.05,,6,Great Divide Brewing Company,Denver,CO,True,;Incorrect_Format,;ounces,948
950,2649,Hibernation Ale,Old Ale,12.0 oz,0.087,,6,Great Divide Brewing Company,Denver,CO,True,;Incorrect_Format,;ounces,949
951,2648,Whitewater,American Pale Wheat Ale,12.0 oz.,0.061%,,6,Great Divide Brewing Company,Denver,CO,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,950
952,2647,Rumble,American IPA,12.0 ounce,0.071,,6,Great Divide Brewing Company,Denver,CO,True,;Incorrect_Format,;ounces,951
953,2646,Orabelle,Tripel,12.0 oz,0.083%,,6,Great Divide Brewing Company,Denver CO,,True,;Incorrect_Format;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;abv;city;state,952
954,2645,Lasso,American IPA,12.0 oz.,0.05,,6,Great Divide Brewing Company,Denver,CO,True,;Incorrect_Format,;ounces,953
955,2644,Yeti  Imperial Stout,Russian Imperial Stout,12.0 ounce,0.095%,75.0,6,Great Divide Brewing Company,Denver,CO,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,954
956,2643,Colette,Saison / Farmhouse Ale,12.0 OZ.,0.073%,,6,Great Divide Brewing Company,Denver,CO,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,955
957,2642,Titan IPA,American IPA,12.0 oz.,0.071,,6,Great Divide Brewing Company,Denver,CO,True,;Incorrect_Format,;ounces,956
958,404,Black Star Double Hopped Golden Lager (24 oz.),American Pale Lager,24.0 oz.,0.045%,15.0,543,Great Northern Brewing Company,Whitefish,MT,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,957
959,164,Black Star Double Hopped Golden Lager (12 oz.),American Pale Lager,12.0 ounce,0.045,15.0,543,Great Northern Brewing Company,Whitefish,MT,True,;Incorrect_Format,;ounces,958
960,1923,Commotion APA,American Pale Ale (APA),12.0 ounce,0.052,49.0,269,Great Raft Brewing Company,Shreveport,LA,True,;Incorrect_Format,;ounces,959
961,1922,Southern Drawl Pale Lager,American Pale Lager,12.0 oz,0.052,,269,Great Raft Brewing Company,Shreveport,LA,True,;Incorrect_Format,;ounces,960
962,1604,Chickawawa Lemonale,Fruit / Vegetable Beer,12.0 oz,0.05,5.0,365,Great River Brewery,Davenport,IA,True,;Incorrect_Format,;ounces,961
963,1574,Barrel Aged Farmer,American Brown Ale,16.0 ounce,0.07%,22.0,365,Great River Brewery,Davenport,IA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,962
964,1446,Great River Golden Ale,American Blonde Ale,12.0 ounce,0.048,,365,Great River Brewery,Davenport,IA,True,;Incorrect_Format,;ounces,963
965,1275,Dirty Blonde Chocolate Ale,American Blonde Ale,12.0 oz.,0.048,,365,Great River Brewery,Davenport,IA,True,;Incorrect_Format,;ounces,964
966,1244,Dos Pistolas,Vienna Lager,12.0 oz.,0.048%,20.0,365,Great River Brewery,Davenport,IA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,965
967,1064,Owney Irish Style Red Ale,Irish Red Ale,16.0 ounce,0.05,30.0,365,Great River Brewery,Davenport,IA,True,;Incorrect_Format,;ounces,966
968,1028,Aaah Bock Lager,Vienna Lager,16.0 OZ.,0.06%,,365,Great River Brewery,Davenport,IA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,967
969,865,Widespread Wit,Witbier,16.0 oz.,0.055,10.0,365,Great River Brewery,Davenport,IA,True,;Incorrect_Format,;ounces,968
970,864,Roller Dam Red Ale,Irish Red Ale,16.0 oz. Alumi-Tek,0.054000000000000006%,30.0,365,Great River Brewery,Davenport,IA,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,969
971,863,483 Pale Ale,American Pale Ale (APA),16.0 oz.,0.053,48.0,365,Great River Brewery,Davenport,IA,True,;Incorrect_Format,;ounces,970
972,672,Hop A Potamus Double Dark Rye Pale Ale,Rye Beer,16.0 oz.,0.09%,99.0,365,Great River Brewery,Davenport,IA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,971
973,655,Farmer Brown Ale,American Brown Ale,16.0 ounce,0.07,22.0,365,Great River Brewery,Davenport,IA,True,;Incorrect_Format,;ounces,972
974,540,Big Cock IPA,American IPA,16.0 oz,0.07%,70.0,365,Great River Brewery,Davenport,IA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,973
975,539,Oktoberfest,Märzen / Oktoberfest,16.0 oz.,0.059000000000000004%,25.0,365,Great River Brewery,Davenport,IA,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,974
976,517,40th Annual Bix Street Fest Copper Ale (Current),American Amber / Red Ale,16.0 oz.,0.048,25.0,365,Great River Brewery,Davenport,IA,True,;Incorrect_Format,;ounces,975
977,371,Redband Stout,American Stout,16.0 oz.,0.06%,36.0,365,Great River Brewery,Davenport,IA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,976
978,190,483 Pale Ale (2010),American Pale Ale (APA),16.0 oz,0.053%,48.0,365,Great River Brewery,Davenport,IA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,977
979,189,Roller Dam Red Ale (2010),Irish Red Ale,16.0 oz,0.054,30.0,365,Great River Brewery,Davenport,IA,True,;Incorrect_Format,;ounces,978
980,1106,Pablo Beach Pale Ale,American Pale Ale (APA),12.0 oz.,0.05%,30.0,466,Green Room Brewing,Jacksonville,FL,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,979
981,2314,Wild Trail Pale Ale,American Pale Ale (APA),12.0 ounce,0.057,44.0,156,Greenbrier Valley Brewing Company,Lewisburg,WV,True,;Incorrect_Format,;ounces,980
982,2313,Mothman Black IPA,American Black Ale,12.0 ounce,0.067,71.0,156,Greenbrier Valley Brewing Company,Lewisburg,WV,True,;Incorrect_Format,;ounces,981
983,2461,Autumn Winds Fest Beer,Märzen / Oktoberfest,16.0 ounce,0.058,,86,Grey Sail Brewing Company,Westerly,RI,True,;Incorrect_Format,;ounces,982
984,2044,Captain's Daughter,American Double / Imperial IPA,12.0 oz,0.085,69.0,86,Grey Sail Brewing Company,Westerly,RI,True,;Incorrect_Format,;ounces,983
985,1567,Autumn Winds,Märzen / Oktoberfest,16.0 oz. Alumi-Tek,0.058,,379,Grey Sail Brewing of Rhode Island,Westerly,RI,True,;Incorrect_Format,;ounces,984
986,1505,Flying Jenny Extra Pale Ale,American Pale Ale (APA),12.0 oz.,0.06%,54.0,379,Grey Sail Brewing of Rhode Island,Westerly,RI,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,985
987,1186,Hazy Day Belgian-Style Wit,Witbier,16.0 ounce,0.04,20.0,379,Grey Sail Brewing of Rhode Island,Westerly,RI,True,;Incorrect_Format,;ounces,986
988,1185,Bring Back the Beach Blonde Ale,American Blonde Ale,16.0 ounce,0.055,,379,Grey Sail Brewing of Rhode Island,Westerly,RI,True,;Incorrect_Format,;ounces,987
989,984,Leaning Chimney Smoked Porter,American Porter,16.0 OZ.,0.06,34.0,379,Grey Sail Brewing of Rhode Island,Westerly,RI,True,;Incorrect_Format,;ounces,988
990,693,Flying Jenny Extra Pale Ale (2012),American Pale Ale (APA),12.0 oz.,0.06%,54.0,379,Grey Sail Brewing of Rhode Island,Westerly,RI,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,989
